ball_hall,banfeld_raftery,c_index,calinski_harabasz,davies_bouldin,det_ratio,dunn,gamma,g_plus,gdi11,gdi12,gdi13,gdi21,gdi22,gdi23,gdi31,gdi32,gdi33,gdi41,gdi42,gdi43,gdi51,gdi52,gdi53,ksq_detw,log_det_ratio,log_ss_ratio,mcclain_rao,pbm,point_biserial,ray_turi,ratkowsky_lance,scott_symons,sd_scat,sd_dis,s_dbw,silhouette,tau,trace_w,trace_wib,wemmert_gancarski,xie_beni,cdbw,dataset_name,Algorithm,parameters,exec_time_,fitted_labels
0.04764601840230741,-330.4697053853847,0.040189193184881795,65.9388764994959,0.9373942382484177,4.373045486638729e+33,0.16257079997039406,0.9128682017326355,0.007857695941551964,0.16257079997039406,0.8246069329610711,0.3142463177298188,0.6780744012429403,3.439392882548294,1.310705143705083,0.5065734869788574,2.5694897822555025,0.979197081958447,0.3958016717393872,2.007622541399306,0.7650772335380015,0.1544463085827005,0.783397122058408,0.29854182773238214,4.606565694663764e-29,8365.762916231177,1.800985297939875,0.3652647682282042,0.1552515546982768,-0.15933745889906337,0.3669784065251463,0.28184903213756146,,0.18308451914170762,5.679472848581378,,0.38401980452420176,0.38768800206208565,5.434287536002307,8.850506008866183e+31,0.5436472797154602,2.1752574932420496,4.094364702314684,,AffinityPropagation,"{'damping': 0.5, 'max_iter': 200}",3.250045,"[7, 7, 9, 5, 9, 8, 8, 6, 4, 0, 0, 7, 7, 7, 1, 5, 1, 2, 2, 6, 4, 4, 4, 7, 3, 3, 1, 5, 1, 8, 2, 6, 4, 4, 4, 3, 3, 3, 1, 5, 1, 2, 2, 2, 4, 4, 4, 3, 3, 3, 1, 5, 1, 2, 2, 6, 4, 4, 4, 7, 3, 3, 1, 5, 1, 8, 8, 6, 4, 4, 4, 7, 3, 7, 1, 5, 9, 8, 8, 6, 4, 0, 0, 7, 7, 7, 9, 5, 9, 8, 8, 6, 0, 0, 0, 7, 7, 7, 9, 5, 9, 8, 8, 6, 0, 0, 0, 7]"
0.04827788634413679,-329.2935408768809,0.038916560490888985,66.16155880518632,0.9420793931796861,4.2502874911116724e+33,0.1833374982369416,0.9166333675384521,0.007448822069027772,0.1833374982369416,0.8246069329610711,0.3142463177298188,0.7646912260075746,3.439392882548294,1.310705143705083,0.5712828859351187,2.5694897822555025,0.979197081958447,0.44636114423939216,2.007622541399306,0.7650772335380015,0.17876853254056213,0.8040568500488092,0.3064149648438667,4.7396138172021155e-29,8362.687826997302,1.8043567102460016,0.36232295536690373,0.1550033512603276,-0.15927373190197783,0.3659178079154137,0.2813477267923102,,0.18615593719901663,5.679770445080168,,0.3800346516125786,0.38748815170035866,5.4185819857489665,8.850506008866185e+31,0.5427187149609861,2.1689708152465017,4.051114984065788,,AffinityPropagation,"{'damping': 0.6, 'max_iter': 200}",7.421808,"[6, 6, 9, 4, 9, 7, 7, 5, 8, 8, 8, 6, 6, 6, 0, 4, 0, 1, 1, 5, 3, 3, 3, 6, 2, 2, 0, 4, 0, 7, 1, 5, 3, 3, 3, 2, 2, 2, 0, 4, 0, 1, 1, 1, 3, 3, 3, 2, 2, 2, 0, 4, 0, 1, 1, 5, 3, 3, 3, 6, 2, 2, 0, 4, 0, 7, 7, 5, 3, 3, 3, 6, 2, 6, 0, 4, 9, 7, 7, 5, 3, 8, 8, 6, 6, 6, 9, 4, 9, 7, 7, 5, 8, 8, 8, 6, 6, 6, 9, 4, 9, 7, 7, 5, 8, 8, 8, 6]"
0.04827788634413679,-329.2935408768809,0.038916560490888985,66.16155880518632,0.9420793931796861,4.2502874911116724e+33,0.1833374982369416,0.9166333675384521,0.007448822069027772,0.1833374982369416,0.8246069329610711,0.3142463177298188,0.7646912260075746,3.439392882548294,1.310705143705083,0.5712828859351187,2.5694897822555025,0.979197081958447,0.44636114423939216,2.007622541399306,0.7650772335380015,0.17876853254056213,0.8040568500488092,0.3064149648438667,4.7396138172021155e-29,8362.687826997302,1.8043567102460016,0.36232295536690373,0.1550033512603276,-0.15927373190197783,0.3659178079154137,0.2813477267923102,,0.18615593719901663,5.679770445080168,,0.3800346516125786,0.38748815170035866,5.4185819857489665,8.850506008866185e+31,0.5427187149609861,2.1689708152465017,4.051114984065788,,AffinityPropagation,"{'damping': 0.7, 'max_iter': 200}",2.875012,"[6, 6, 9, 4, 9, 7, 7, 5, 8, 8, 8, 6, 6, 6, 0, 4, 0, 1, 1, 5, 3, 3, 3, 6, 2, 2, 0, 4, 0, 7, 1, 5, 3, 3, 3, 2, 2, 2, 0, 4, 0, 1, 1, 1, 3, 3, 3, 2, 2, 2, 0, 4, 0, 1, 1, 5, 3, 3, 3, 6, 2, 2, 0, 4, 0, 7, 7, 5, 3, 3, 3, 6, 2, 6, 0, 4, 9, 7, 7, 5, 3, 8, 8, 6, 6, 6, 9, 4, 9, 7, 7, 5, 8, 8, 8, 6, 6, 6, 9, 4, 9, 7, 7, 5, 8, 8, 8, 6]"
0.048545736497511136,-329.89319006066813,0.03680578115591557,67.50116171754567,0.9432159204407936,4059.634943707402,0.15295951535603483,0.9243252873420715,0.006635209278848234,0.15295951535603483,0.6718201644731469,0.26048660415960656,0.8278670419248093,3.636110973372535,1.4098388972055806,0.5997387892075535,2.634138916225639,1.0213416289914135,0.4740969189390973,2.08230177322741,0.8073763581789836,0.18306706557195299,0.8040568500488092,0.31175908300510086,49.62200197625977,897.3556199866958,1.8244019070263366,0.35693602620119275,0.15365271155264407,-0.15897557100151288,0.33432938992676176,0.28377845166992116,,0.17935613054719918,5.377655974864021,,0.380958467336563,0.38707195582857695,5.325984160478889,99.46441067296328,0.5443721954574481,3.2118542101701277,4.053657175829316,,AffinityPropagation,"{'damping': 0.7999999999999999, 'max_iter': 200}",2.656164,"[9, 9, 8, 4, 8, 6, 6, 5, 7, 7, 7, 9, 6, 2, 0, 4, 0, 1, 1, 5, 3, 3, 3, 9, 2, 2, 0, 4, 0, 6, 1, 5, 3, 3, 3, 2, 2, 2, 0, 4, 0, 1, 1, 1, 3, 3, 3, 2, 2, 2, 0, 4, 0, 1, 1, 5, 3, 3, 3, 9, 2, 2, 0, 4, 0, 6, 6, 5, 3, 3, 3, 9, 2, 9, 0, 4, 8, 6, 6, 5, 3, 7, 7, 9, 9, 9, 8, 4, 8, 6, 6, 5, 7, 7, 7, 9, 9, 5, 8, 4, 8, 6, 6, 5, 7, 7, 7, 9]"
0.048545736497511136,-329.89319006066813,0.03680578115591557,67.50116171754567,0.9432159204407936,4059.634943707402,0.15295951535603483,0.9243252873420715,0.006635209278848234,0.15295951535603483,0.6718201644731469,0.26048660415960656,0.8278670419248093,3.636110973372535,1.4098388972055806,0.5997387892075535,2.634138916225639,1.0213416289914135,0.4740969189390973,2.08230177322741,0.8073763581789836,0.18306706557195299,0.8040568500488092,0.31175908300510086,49.62200197625977,897.3556199866958,1.8244019070263366,0.35693602620119275,0.15365271155264407,-0.15897557100151288,0.33432938992676176,0.28377845166992116,,0.17935613054719918,5.377655974864021,,0.380958467336563,0.38707195582857695,5.325984160478889,99.46441067296328,0.5443721954574481,3.2118542101701277,4.053657175829316,,AffinityPropagation,"{'damping': 0.8999999999999999, 'max_iter': 200}",6.171829,"[9, 9, 8, 4, 8, 6, 6, 5, 7, 7, 7, 9, 6, 2, 0, 4, 0, 1, 1, 5, 3, 3, 3, 9, 2, 2, 0, 4, 0, 6, 1, 5, 3, 3, 3, 2, 2, 2, 0, 4, 0, 1, 1, 1, 3, 3, 3, 2, 2, 2, 0, 4, 0, 1, 1, 5, 3, 3, 3, 9, 2, 2, 0, 4, 0, 6, 6, 5, 3, 3, 3, 9, 2, 9, 0, 4, 8, 6, 6, 5, 3, 7, 7, 9, 9, 9, 8, 4, 8, 6, 6, 5, 7, 7, 7, 9, 9, 5, 8, 4, 8, 6, 6, 5, 7, 7, 7, 9]"
0.19410872023234216,-173.4494879396912,0.14246437072862309,79.65016884558054,1.0123952918061287,4.313974900228785,0.26243110455656854,0.6791146993637085,0.07973107933399688,0.26243110455656854,1.1178304735490439,0.39024400338191007,1.2263098588720485,5.22349106664419,1.8235645866809853,0.7353921695464116,3.132417472072666,1.0935532386087234,0.6080432433407938,2.589972205430493,0.9041810417693233,0.31621960130574756,1.3469436379135422,0.4702293326467565,1867.8570725004322,157.88085081159184,-0.2857949379141819,0.614544327693715,0.2988404636453981,-0.18989593366914292,0.30349622263946235,0.4014736042917871,-1451.1435197067224,0.5487973608636738,2.447229141607203,0.6397064544820668,0.3921845258219581,0.47873706822771256,21.892117265926345,3.3139749002287826,0.4901500202005604,1.6292645466838276,1.649491766504381,,AgglomerativeClustering,"{'n_clusters': 2, 'affinity': 'euclidean', 'linkage': 'complete'}",2.484356,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
0.18168423843446363,-171.571033720303,0.15209935400906813,70.5062518956811,0.9045439835160769,3.599253888688501,0.2483127533330587,0.666559100151062,0.07845185028757627,0.2483127533330587,1.0740182313276374,0.37476933149851305,1.1537445897493723,4.99025002563765,1.741304394625442,0.7129704734557374,3.083785575292936,1.07606018671459,0.6087632725574547,2.6330619129031114,0.918784080297299,0.3033070145563344,1.311882933721597,0.45777015299581847,2238.7663602463454,138.31846965072876,-0.407737708854264,0.6276128769124519,0.3255967180955866,-0.1839637140931584,0.2818898957982683,0.38928467606210276,-inf,0.5397260902730103,2.2996943445262406,0.7619483141509171,0.43459623379318857,0.45724161383099693,23.02623971194259,2.5992538886885024,0.5004066189090678,1.6942533155132202,1.7091352805120217,,AgglomerativeClustering,"{'n_clusters': 2, 'affinity': 'euclidean', 'linkage': 'average'}",2.750035,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
0.23006231190795323,-133.85765517648667,0.43840075237235776,14.410843511437829,1.5789136762721878,7.497843493623282,0.21805517497769186,0.16935017704963684,0.16762452524220509,0.21805517497769186,0.931736818445584,0.3187658889625506,0.8784234339474335,3.753451188113095,1.284131077542354,0.5115811508105755,2.1859558888329103,0.7478594366370857,0.33557050676115235,1.4338728551881212,0.4905567176210137,0.31632633299085294,1.3516436430440524,0.46242445173983543,1074.6941483687551,217.57846806138488,-1.9954581492810197,0.9004794024986585,0.090958840421042,-0.03769388099865603,1.0216072508550422,0.23573697520194314,-2143.352656219283,0.6907789029923412,3.6159723335680285,0.9764932014790508,0.2705933785812465,0.10758716055824988,33.75339918136534,6.497843493623276,0.31564058575693466,2.419461625211731,1.5688806832885873,,AgglomerativeClustering,"{'n_clusters': 2, 'affinity': 'euclidean', 'linkage': 'single'}",2.359355,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
0.21577394897290586,-153.6946197038202,0.2567792941815066,44.79050911538194,1.161295105679308,3.490097805731232,0.24361901085373658,0.4562543034553528,0.127932275973824,0.24361901085373658,1.0050837660436958,0.34480687267841265,1.1384031451736543,4.696638888801953,1.6112421890189124,0.6551417132131999,2.702877325136066,0.9272567214791159,0.5179729502276271,2.1369687106894446,0.7331145154645876,0.3270142561548114,1.3491423307821646,0.4628405746778707,2308.7858783640627,134.9924141217396,-0.8614428272376123,0.7188744387619462,0.202781732866311,-0.12933472608325813,0.44373239761131755,0.3307401033121097,-inf,0.6685117439018814,2.666845702864004,1.9542260125862687,0.34051312441399334,0.3129782023026149,26.95312384479431,2.490097805731233,0.40080221265727656,2.0059169503468164,1.5680292956086666,,AgglomerativeClustering,"{'n_clusters': 2, 'affinity': 'l1', 'linkage': 'complete'}",2.359371,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
0.18186213733489975,-176.90206724137633,0.14030200348853364,80.95020448977141,0.9484924531291904,4.778299452992019,0.24813771989875122,0.688033401966095,0.07670485232556096,0.24813771989875122,1.0993932187712285,0.38344467226142637,1.1537445897493723,5.11175398356208,1.78286967523662,0.7000939026783087,3.101819785487158,1.081847923702381,0.5909214451561016,2.6181228307255915,0.9131448453809626,0.29628732149491027,1.3127237253260282,0.45784975751444995,1686.3506792015899,168.921149785091,-0.2696048878671984,0.6150935235302102,0.32150031891633835,-0.19087221923021866,0.28245615370631405,0.41169066318580655,,0.5073691251293102,2.369129545951476,0.7073691281095424,0.42010487085448844,0.48248279225698737,21.739881365194446,3.7782994529920217,0.5150124159324108,1.6018615202863808,1.7264741788507307,,AgglomerativeClustering,"{'n_clusters': 2, 'affinity': 'l1', 'linkage': 'average'}",2.359378,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0]"
